split_group,filename,relpath,dog_id,width,height,is_readable,is_low_res,usable_for_training
train,5_3.jpg,images/5_3.jpg,5,224,224,True,False,True
train,5_4.jpg,images/5_4.jpg,5,224,224,True,False,True
train,5_5.jpg,images/5_5.jpg,5,224,224,True,False,True
train,5_6.jpg,images/5_6.jpg,5,224,224,True,False,True
train,6_1.jpg,images/6_1.jpg,6,224,224,True,False,True
train,6_2.jpg,images/6_2.jpg,6,224,224,True,False,True
train,6_3.jpg,images/6_3.jpg,6,224,224,True,False,True
train,6_4.jpg,images/6_4.jpg,6,224,224,True,False,True
train,6_5.jpg,images/6_5.jpg,6,224,224,True,False,True
train,6_6.jpg,images/6_6.jpg,6,224,224,True,False,True
train,7_1.jpg,images/7_1.jpg,7,224,224,True,False,True
train,7_2.jpg,images/7_2.jpg,7,224,224,True,False,True
train,7_3.jpg,images/7_3.jpg,7,224,224,True,False,True
train,7_4.jpg,images/7_4.jpg,7,224,224,True,False,True
test,8_1.jpg,images/8_1.jpg,8,224,224,True,False,True
test,8_2.jpg,images/8_2.jpg,8,224,224,True,False,True
test,8_3.jpg,images/8_3.jpg,8,224,224,True,False,True
test,8_4.jpg,images/8_4.jpg,8,224,224,True,False,True
test,8_5.jpg,images/8_5.jpg,8,224,224,True,False,True
test,8_6.jpg,images/8_6.jpg,8,224,224,True,False,True
test,8_7.jpg,images/8_7.jpg,8,224,224,True,False,True
test,9_1.jpg,images/9_1.jpg,9,224,224,True,False,True
test,9_2.jpg,images/9_2.jpg,9,224,224,True,False,True
test,9_3.jpg,images/9_3.jpg,9,224,224,True,False,True
test,9_4.jpg,images/9_4.jpg,9,224,224,True,False,True
test,9_5.jpg,images/9_5.jpg,9,224,224,True,False,True
train,10_1.jpg,images/10_1.jpg,10,224,224,True,False,True
train,10_2.jpg,images/10_2.jpg,10,224,224,True,False,True
train,10_3.jpg,images/10_3.jpg,10,224,224,True,False,True
train,10_4.jpg,images/10_4.jpg,10,224,224,True,False,True
train,10_5.jpg,images/10_5.jpg,10,224,224,True,False,True
test,11_1.jpg,images/11_1.jpg,11,224,224,True,False,True
test,11_2.jpg,images/11_2.jpg,11,224,224,True,False,True
test,11_3.jpg,images/11_3.jpg,11,224,224,True,False,True
test,11_4.jpg,images/11_4.jpg,11,224,224,True,False,True
test,11_5.jpg,images/11_5.jpg,11,224,224,True,False,True
test,11_6.jpg,images/11_6.jpg,11,224,224,True,False,True
train,12_1.jpg,images/12_1.jpg,12,224,224,True,False,True
train,12_2.jpg,images/12_2.jpg,12,224,224,True,False,True
train,12_3.jpg,images/12_3.jpg,12,224,224,True,False,True
train,12_4.jpg,images/12_4.jpg,12,224,224,True,False,True
train,13_1.jpg,images/13_1.jpg,13,224,224,True,False,True
train,13_2.jpg,images/13_2.jpg,13,224,224,True,False,True
train,13_3.jpg,images/13_3.jpg,13,224,224,True,False,True
train,13_4.jpg,images/13_4.jpg,13,224,224,True,False,True
train,13_5.jpg,images/13_5.jpg,13,224,224,True,False,True
train,13_6.jpg,images/13_6.jpg,13,224,224,True,False,True
train,13_7.jpg,images/13_7.jpg,13,224,224,True,False,True
train,13_8.jpg,images/13_8.jpg,13,224,224,True,False,True
train,13_9.jpg,images/13_9.jpg,13,224,224,True,False,True
train,13_10.jpg,images/13_10.jpg,13,224,224,True,False,True
train,13_11.jpg,images/13_11.jpg,13,224,224,True,False,True
train,14_1.jpg,images/14_1.jpg,14,224,224,True,False,True
train,14_2.jpg,images/14_2.jpg,14,224,224,True,False,True
train,14_3.jpg,images/14_3.jpg,14,224,224,True,False,True
train,14_4.jpg,images/14_4.jpg,14,224,224,True,False,True
test,15_1.jpg,images/15_1.jpg,15,224,224,True,False,True
test,15_2.jpg,images/15_2.jpg,15,224,224,True,False,True
test,15_3.jpg,images/15_3.jpg,15,224,224,True,False,True
test,15_4.jpg,images/15_4.jpg,15,224,224,True,False,True
test,15_5.jpg,images/15_5.jpg,15,224,224,True,False,True
train,16_1.jpg,images/16_1.jpg,16,224,224,True,False,True
train,16_2.jpg,images/16_2.jpg,16,224,224,True,False,True
train,16_3.jpg,images/16_3.jpg,16,224,224,True,False,True
train,16_4.jpg,images/16_4.jpg,16,224,224,True,False,True
train,16_5.jpg,images/16_5.jpg,16,224,224,True,False,True
train,16_6.jpg,images/16_6.jpg,16,224,224,True,False,True
train,17_1.jpg,images/17_1.jpg,17,224,224,True,False,True
train,17_2.jpg,images/17_2.jpg,17,224,224,True,False,True
train,17_3.jpg,images/17_3.jpg,17,224,224,True,False,True
train,17_4.jpg,images/17_4.jpg,17,224,224,True,False,True
train,17_5.jpg,images/17_5.jpg,17,224,224,True,False,True
train,18_1.jpg,images/18_1.jpg,18,224,224,True,False,True
train,18_2.jpg,images/18_2.jpg,18,224,224,True,False,True
train,18_3.jpg,images/18_3.jpg,18,224,224,True,False,True
train,18_4.jpg,images/18_4.jpg,18,224,224,True,False,True
train,18_5.jpg,images/18_5.jpg,18,224,224,True,False,True
train,18_6.jpg,images/18_6.jpg,18,224,224,True,False,True
train,19_1.jpg,images/19_1.jpg,19,224,224,True,False,True
train,19_2.jpg,images/19_2.jpg,19,224,224,True,False,True
train,19_3.jpg,images/19_3.jpg,19,224,224,True,False,True
train,19_4.jpg,images/19_4.jpg,19,224,224,True,False,True
train,19_5.jpg,images/19_5.jpg,19,224,224,True,False,True
train,19_6.jpg,images/19_6.jpg,19,224,224,True,False,True
train,20_1.jpg,images/20_1.jpg,20,224,224,True,False,True
train,20_2.jpg,images/20_2.jpg,20,224,224,True,False,True
train,20_3.jpg,images/20_3.jpg,20,224,224,True,False,True
test,21_1.jpg,images/21_1.jpg,21,224,224,True,False,True
test,21_2.jpg,images/21_2.jpg,21,224,224,True,False,True
test,21_3.jpg,images/21_3.jpg,21,224,224,True,False,True
test,22_1.jpg,images/22_1.jpg,22,224,224,True,False,True
test,22_2.jpg,images/22_2.jpg,22,224,224,True,False,True
test,22_3.jpg,images/22_3.jpg,22,224,224,True,False,True
train,23_1.jpg,images/23_1.jpg,23,224,224,True,False,True
train,23_2.jpg,images/23_2.jpg,23,224,224,True,False,True
train,23_3.jpg,images/23_3.jpg,23,224,224,True,False,True
train,23_4.jpg,images/23_4.jpg,23,224,224,True,False,True
train,23_5.jpg,images/23_5.jpg,23,224,224,True,False,True
train,23_6.jpg,images/23_6.jpg,23,224,224,True,False,True
train,24_1.jpg,images/24_1.jpg,24,224,224,True,False,True
train,24_2.jpg,images/24_2.jpg,24,224,224,True,False,True
train,24_3.jpg,images/24_3.jpg,24,224,224,True,False,True
train,24_4.jpg,images/24_4.jpg,24,224,224,True,False,True
train,25_1.jpg,images/25_1.jpg,25,224,224,True,False,True
train,25_2.jpg,images/25_2.jpg,25,224,224,True,False,True
train,25_3.jpg,images/25_3.jpg,25,224,224,True,False,True
train,25_4.jpg,images/25_4.jpg,25,224,224,True,False,True
train,25_5.jpg,images/25_5.jpg,25,224,224,True,False,True
train,25_6.jpg,images/25_6.jpg,25,224,224,True,False,True
train,26_1.jpg,images/26_1.jpg,26,224,224,True,False,True
train,26_2.jpg,images/26_2.jpg,26,224,224,True,False,True
train,26_3.jpg,images/26_3.jpg,26,224,224,True,False,True
train,26_4.jpg,images/26_4.jpg,26,224,224,True,False,True
train,27_1.jpg,images/27_1.jpg,27,224,224,True,False,True
train,27_2.jpg,images/27_2.jpg,27,224,224,True,False,True
train,27_3.jpg,images/27_3.jpg,27,224,224,True,False,True
train,27_4.jpg,images/27_4.jpg,27,224,224,True,False,True
train,27_5.jpg,images/27_5.jpg,27,224,224,True,False,True
train,27_6.jpg,images/27_6.jpg,27,224,224,True,False,True
train,28_1.jpg,images/28_1.jpg,28,224,224,True,False,True
train,28_2.jpg,images/28_2.jpg,28,224,224,True,False,True
train,28_3.jpg,images/28_3.jpg,28,224,224,True,False,True
train,28_4.jpg,images/28_4.jpg,28,224,224,True,False,True
train,28_5.jpg,images/28_5.jpg,28,224,224,True,False,True
train,29_1.jpg,images/29_1.jpg,29,224,224,True,False,True
train,29_2.jpg,images/29_2.jpg,29,224,224,True,False,True
train,29_3.jpg,images/29_3.jpg,29,224,224,True,False,True
train,29_4.jpg,images/29_4.jpg,29,224,224,True,False,True
train,29_5.jpg,images/29_5.jpg,29,224,224,True,False,True
train,30_1.jpg,images/30_1.jpg,30,224,224,True,False,True
train,30_2.jpg,images/30_2.jpg,30,224,224,True,False,True
train,30_3.jpg,images/30_3.jpg,30,224,224,True,False,True
train,30_4.jpg,images/30_4.jpg,30,224,224,True,False,True
train,30_5.jpg,images/30_5.jpg,30,224,224,True,False,True
train,31_1.jpg,images/31_1.jpg,31,224,224,True,False,True
train,31_2.jpg,images/31_2.jpg,31,224,224,True,False,True
train,31_3.jpg,images/31_3.jpg,31,224,224,True,False,True
train,31_4.jpg,images/31_4.jpg,31,224,224,True,False,True
test,32_1.jpg,images/32_1.jpg,32,224,224,True,False,True
test,32_2.jpg,images/32_2.jpg,32,224,224,True,False,True
test,32_3.jpg,images/32_3.jpg,32,224,224,True,False,True
test,32_4.jpg,images/32_4.jpg,32,224,224,True,False,True
test,33_1.jpg,images/33_1.jpg,33,224,224,True,False,True
test,33_2.jpg,images/33_2.jpg,33,224,224,True,False,True
test,34_1.jpg,images/34_1.jpg,34,224,224,True,False,True
test,34_2.jpg,images/34_2.jpg,34,224,224,True,False,True
test,34_3.jpg,images/34_3.jpg,34,224,224,True,False,True
train,35_1.jpg,images/35_1.jpg,35,224,224,True,False,True
train,35_2.jpg,images/35_2.jpg,35,224,224,True,False,True
train,35_3.jpg,images/35_3.jpg,35,224,224,True,False,True
train,35_4.jpg,images/35_4.jpg,35,224,224,True,False,True
train,35_5.jpg,images/35_5.jpg,35,224,224,True,False,True
train,35_6.jpg,images/35_6.jpg,35,224,224,True,False,True
train,35_7.jpg,images/35_7.jpg,35,224,224,True,False,True
train,35_8.jpg,images/35_8.jpg,35,224,224,True,False,True
train,35_9.jpg,images/35_9.jpg,35,224,224,True,False,True
train,36_1.jpg,images/36_1.jpg,36,224,224,True,False,True
train,36_2.jpg,images/36_2.jpg,36,224,224,True,False,True
train,36_3.jpg,images/36_3.jpg,36,224,224,True,False,True
train,36_4.jpg,images/36_4.jpg,36,224,224,True,False,True
train,36_5.jpg,images/36_5.jpg,36,224,224,True,False,True
test,37_1.jpg,images/37_1.jpg,37,224,224,True,False,True
test,37_2.jpg,images/37_2.jpg,37,224,224,True,False,True
test,37_3.jpg,images/37_3.jpg,37,224,224,True,False,True
test,37_4.jpg,images/37_4.jpg,37,224,224,True,False,True
train,38_1.jpg,images/38_1.jpg,38,224,224,True,False,True
train,38_2.jpg,images/38_2.jpg,38,224,224,True,False,True
train,38_3.jpg,images/38_3.jpg,38,224,224,True,False,True
train,38_4.jpg,images/38_4.jpg,38,224,224,True,False,True
train,39_1.jpg,images/39_1.jpg,39,224,224,True,False,True
train,39_2.jpg,images/39_2.jpg,39,224,224,True,False,True
test,40_1.jpg,images/40_1.jpg,40,224,224,True,False,True
test,40_2.jpg,images/40_2.jpg,40,224,224,True,False,True
test,40_3.jpg,images/40_3.jpg,40,224,224,True,False,True
test,40_4.jpg,images/40_4.jpg,40,224,224,True,False,True
test,40_5.jpg,images/40_5.jpg,40,224,224,True,False,True
train,41_1.jpg,images/41_1.jpg,41,224,224,True,False,True
train,41_2.jpg,images/41_2.jpg,41,224,224,True,False,True
train,41_3.jpg,images/41_3.jpg,41,224,224,True,False,True
train,41_4.jpg,images/41_4.jpg,41,224,224,True,False,True
train,41_5.jpg,images/41_5.jpg,41,224,224,True,False,True
train,42_1.jpg,images/42_1.jpg,42,224,224,True,False,True
train,42_2.jpg,images/42_2.jpg,42,224,224,True,False,True
train,42_3.jpg,images/42_3.jpg,42,224,224,True,False,True
train,42_4.jpg,images/42_4.jpg,42,224,224,True,False,True
train,42_5.jpg,images/42_5.jpg,42,224,224,True,False,True
train,43_1.jpg,images/43_1.jpg,43,224,224,True,False,True
train,43_2.jpg,images/43_2.jpg,43,224,224,True,False,True
train,43_3.jpg,images/43_3.jpg,43,224,224,True,False,True
train,43_4.jpg,images/43_4.jpg,43,224,224,True,False,True
train,43_5.jpg,images/43_5.jpg,43,224,224,True,False,True
train,43_6.jpg,images/43_6.jpg,43,224,224,True,False,True
train,43_7.jpg,images/43_7.jpg,43,224,224,True,False,True
test,44_1.jpg,images/44_1.jpg,44,224,224,True,False,True
test,44_2.jpg,images/44_2.jpg,44,224,224,True,False,True
test,44_3.jpg,images/44_3.jpg,44,224,224,True,False,True
test,44_4.jpg,images/44_4.jpg,44,224,224,True,False,True
test,44_5.jpg,images/44_5.jpg,44,224,224,True,False,True
train,45_1.jpg,images/45_1.jpg,45,224,224,True,False,True
train,45_2.jpg,images/45_2.jpg,45,224,224,True,False,True
train,45_3.jpg,images/45_3.jpg,45,224,224,True,False,True
train,45_4.jpg,images/45_4.jpg,45,224,224,True,False,True
train,45_5.jpg,images/45_5.jpg,45,224,224,True,False,True
train,46_1.jpg,images/46_1.jpg,46,224,224,True,False,True
train,46_2.jpg,images/46_2.jpg,46,224,224,True,False,True
train,46_3.jpg,images/46_3.jpg,46,224,224,True,False,True
train,46_4.jpg,images/46_4.jpg,46,224,224,True,False,True
train,46_5.jpg,images/46_5.jpg,46,224,224,True,False,True
train,46_6.jpg,images/46_6.jpg,46,224,224,True,False,True
train,46_7.jpg,images/46_7.jpg,46,224,224,True,False,True
train,46_8.jpg,images/46_8.jpg,46,224,224,True,False,True
train,46_9.jpg,images/46_9.jpg,46,224,224,True,False,True
train,47_1.jpg,images/47_1.jpg,47,224,224,True,False,True
train,47_2.jpg,images/47_2.jpg,47,224,224,True,False,True
train,47_3.jpg,images/47_3.jpg,47,224,224,True,False,True
train,47_4.jpg,images/47_4.jpg,47,224,224,True,False,True
train,47_5.jpg,images/47_5.jpg,47,224,224,True,False,True
test,48_1.jpg,images/48_1.jpg,48,224,224,True,False,True
test,48_2.jpg,images/48_2.jpg,48,224,224,True,False,True
test,48_3.jpg,images/48_3.jpg,48,224,224,True,False,True
test,48_4.jpg,images/48_4.jpg,48,224,224,True,False,True
test,48_5.jpg,images/48_5.jpg,48,224,224,True,False,True
test,48_6.jpg,images/48_6.jpg,48,224,224,True,False,True
test,49_1.jpg,images/49_1.jpg,49,224,224,True,False,True
test,49_2.jpg,images/49_2.jpg,49,224,224,True,False,True
test,49_3.jpg,images/49_3.jpg,49,224,224,True,False,True
test,49_4.jpg,images/49_4.jpg,49,224,224,True,False,True
test,49_5.jpg,images/49_5.jpg,49,224,224,True,False,True
test,49_6.jpg,images/49_6.jpg,49,224,224,True,False,True
train,50_1.jpg,images/50_1.jpg,50,224,224,True,False,True
train,50_2.jpg,images/50_2.jpg,50,224,224,True,False,True
train,50_3.jpg,images/50_3.jpg,50,224,224,True,False,True
train,50_4.jpg,images/50_4.jpg,50,224,224,True,False,True
train,50_5.jpg,images/50_5.jpg,50,224,224,True,False,True
train,50_6.jpg,images/50_6.jpg,50,224,224,True,False,True
train,51_1.jpg,images/51_1.jpg,51,224,224,True,False,True
train,51_2.jpg,images/51_2.jpg,51,224,224,True,False,True
train,51_3.jpg,images/51_3.jpg,51,224,224,True,False,True
train,51_4.jpg,images/51_4.jpg,51,224,224,True,False,True
train,51_5.jpg,images/51_5.jpg,51,224,224,True,False,True
train,51_6.jpg,images/51_6.jpg,51,224,224,True,False,True
train,52_1.jpg,images/52_1.jpg,52,224,224,True,False,True
train,52_2.jpg,images/52_2.jpg,52,224,224,True,False,True
train,52_3.jpg,images/52_3.jpg,52,224,224,True,False,True
train,52_4.jpg,images/52_4.jpg,52,224,224,True,False,True
train,52_5.jpg,images/52_5.jpg,52,224,224,True,False,True
train,53_1.jpg,images/53_1.jpg,53,224,224,True,False,True
train,53_2.jpg,images/53_2.jpg,53,224,224,True,False,True
train,53_3.jpg,images/53_3.jpg,53,224,224,True,False,True
train,53_4.jpg,images/53_4.jpg,53,224,224,True,False,True
train,53_5.jpg,images/53_5.jpg,53,224,224,True,False,True
train,54_1.jpg,images/54_1.jpg,54,224,224,True,False,True
train,54_2.jpg,images/54_2.jpg,54,224,224,True,False,True
train,54_3.jpg,images/54_3.jpg,54,224,224,True,False,True
train,55_1.jpg,images/55_1.jpg,55,224,224,True,False,True
train,55_2.jpg,images/55_2.jpg,55,224,224,True,False,True
train,55_3.jpg,images/55_3.jpg,55,224,224,True,False,True
test,56_1.jpg,images/56_1.jpg,56,224,224,True,False,True
test,56_2.jpg,images/56_2.jpg,56,224,224,True,False,True
test,56_3.jpg,images/56_3.jpg,56,224,224,True,False,True
test,56_4.jpg,images/56_4.jpg,56,224,224,True,False,True
test,56_5.jpg,images/56_5.jpg,56,224,224,True,False,True
test,57_1.jpg,images/57_1.jpg,57,224,224,True,False,True
test,57_2.jpg,images/57_2.jpg,57,224,224,True,False,True
test,57_3.jpg,images/57_3.jpg,57,224,224,True,False,True
test,57_4.jpg,images/57_4.jpg,57,224,224,True,False,True
test,57_5.jpg,images/57_5.jpg,57,224,224,True,False,True
train,58_1.jpg,images/58_1.jpg,58,224,224,True,False,True
train,58_2.jpg,images/58_2.jpg,58,224,224,True,False,True
train,58_3.jpg,images/58_3.jpg,58,224,224,True,False,True
train,58_4.jpg,images/58_4.jpg,58,224,224,True,False,True
train,58_5.jpg,images/58_5.jpg,58,224,224,True,False,True
train,58_6.jpg,images/58_6.jpg,58,224,224,True,False,True
train,59_1.jpg,images/59_1.jpg,59,224,224,True,False,True
train,59_2.jpg,images/59_2.jpg,59,224,224,True,False,True
train,59_3.jpg,images/59_3.jpg,59,224,224,True,False,True
train,59_4.jpg,images/59_4.jpg,59,224,224,True,False,True
train,59_5.jpg,images/59_5.jpg,59,224,224,True,False,True
train,60_1.jpg,images/60_1.jpg,60,224,224,True,False,True
train,60_2.jpg,images/60_2.jpg,60,224,224,True,False,True
train,60_3.jpg,images/60_3.jpg,60,224,224,True,False,True
train,60_4.jpg,images/60_4.jpg,60,224,224,True,False,True
train,60_5.jpg,images/60_5.jpg,60,224,224,True,False,True
train,61_1.jpg,images/61_1.jpg,61,224,224,True,False,True
train,61_2.jpg,images/61_2.jpg,61,224,224,True,False,True
train,61_3.jpg,images/61_3.jpg,61,224,224,True,False,True
train,61_4.jpg,images/61_4.jpg,61,224,224,True,False,True
train,61_5.jpg,images/61_5.jpg,61,224,224,True,False,True
train,61_6.jpg,images/61_6.jpg,61,224,224,True,False,True
train,62_1.jpg,images/62_1.jpg,62,224,224,True,False,True
train,62_2.jpg,images/62_2.jpg,62,224,224,True,False,True
train,62_3.jpg,images/62_3.jpg,62,224,224,True,False,True
train,62_4.jpg,images/62_4.jpg,62,224,224,True,False,True
train,62_5.jpg,images/62_5.jpg,62,224,224,True,False,True
train,62_6.jpg,images/62_6.jpg,62,224,224,True,False,True
train,63_1.jpg,images/63_1.jpg,63,224,224,True,False,True
train,63_2.jpg,images/63_2.jpg,63,224,224,True,False,True
train,63_3.jpg,images/63_3.jpg,63,224,224,True,False,True
train,63_4.jpg,images/63_4.jpg,63,224,224,True,False,True
train,63_5.jpg,images/63_5.jpg,63,224,224,True,False,True
train,63_6.jpg,images/63_6.jpg,63,224,224,True,False,True
train,64_1.jpg,images/64_1.jpg,64,224,224,True,False,True
train,64_2.jpg,images/64_2.jpg,64,224,224,True,False,True
train,64_3.jpg,images/64_3.jpg,64,224,224,True,False,True
train,64_4.jpg,images/64_4.jpg,64,224,224,True,False,True
train,64_5.jpg,images/64_5.jpg,64,224,224,True,False,True
train,65_1.jpg,images/65_1.jpg,65,224,224,True,False,True
train,65_2.jpg,images/65_2.jpg,65,224,224,True,False,True
train,65_3.jpg,images/65_3.jpg,65,224,224,True,False,True
train,65_4.jpg,images/65_4.jpg,65,224,224,True,False,True
train,65_5.jpg,images/65_5.jpg,65,224,224,True,False,True
train,66_1.jpg,images/66_1.jpg,66,224,224,True,False,True
train,66_2.jpg,images/66_2.jpg,66,224,224,True,False,True
train,66_3.jpg,images/66_3.jpg,66,224,224,True,False,True
train,66_4.jpg,images/66_4.jpg,66,224,224,True,False,True
train,66_5.jpg,images/66_5.jpg,66,224,224,True,False,True
train,67_1.jpg,images/67_1.jpg,67,224,224,True,False,True
train,67_2.jpg,images/67_2.jpg,67,224,224,True,False,True
train,67_3.jpg,images/67_3.jpg,67,224,224,True,False,True
train,67_4.jpg,images/67_4.jpg,67,224,224,True,False,True
train,67_5.jpg,images/67_5.jpg,67,224,224,True,False,True
train,67_6.jpg,images/67_6.jpg,67,224,224,True,False,True
test,68_1.jpg,images/68_1.jpg,68,224,224,True,False,True
test,68_2.jpg,images/68_2.jpg,68,224,224,True,False,True
test,68_3.jpg,images/68_3.jpg,68,224,224,True,False,True
test,68_4.jpg,images/68_4.jpg,68,224,224,True,False,True
test,68_5.jpg,images/68_5.jpg,68,224,224,True,False,True
train,69_1.jpg,images/69_1.jpg,69,224,224,True,False,True
train,69_2.jpg,images/69_2.jpg,69,224,224,True,False,True
train,69_3.jpg,images/69_3.jpg,69,224,224,True,False,True
train,69_4.jpg,images/69_4.jpg,69,224,224,True,False,True
train,69_5.jpg,images/69_5.jpg,69,224,224,True,False,True
train,70_1.jpg,images/70_1.jpg,70,224,224,True,False,True
train,70_2.jpg,images/70_2.jpg,70,224,224,True,False,True
train,70_3.jpg,images/70_3.jpg,70,224,224,True,False,True
train,70_4.jpg,images/70_4.jpg,70,224,224,True,False,True
train,70_5.jpg,images/70_5.jpg,70,224,224,True,False,True
train,71_1.jpg,images/71_1.jpg,71,224,224,True,False,True
train,71_2.jpg,images/71_2.jpg,71,224,224,True,False,True
train,71_3.jpg,images/71_3.jpg,71,224,224,True,False,True
train,71_4.jpg,images/71_4.jpg,71,224,224,True,False,True
train,72_1.jpg,images/72_1.jpg,72,224,224,True,False,True
train,72_2.jpg,images/72_2.jpg,72,224,224,True,False,True
train,72_3.jpg,images/72_3.jpg,72,224,224,True,False,True
train,72_4.jpg,images/72_4.jpg,72,224,224,True,False,True
train,72_5.jpg,images/72_5.jpg,72,224,224,True,False,True
train,72_6.jpg,images/72_6.jpg,72,224,224,True,False,True
train,73_1.jpg,images/73_1.jpg,73,224,224,True,False,True
train,73_2.jpg,images/73_2.jpg,73,224,224,True,False,True
train,73_3.jpg,images/73_3.jpg,73,224,224,True,False,True
train,73_4.jpg,images/73_4.jpg,73,224,224,True,False,True
train,74_1.jpg,images/74_1.jpg,74,224,224,True,False,True
train,74_2.jpg,images/74_2.jpg,74,224,224,True,False,True
train,74_3.jpg,images/74_3.jpg,74,224,224,True,False,True
train,74_4.jpg,images/74_4.jpg,74,224,224,True,False,True
train,74_5.jpg,images/74_5.jpg,74,224,224,True,False,True
train,75_1.jpg,images/75_1.jpg,75,224,224,True,False,True
train,75_2.jpg,images/75_2.jpg,75,224,224,True,False,True
train,75_3.jpg,images/75_3.jpg,75,224,224,True,False,True
train,75_4.jpg,images/75_4.jpg,75,224,224,True,False,True
train,75_5.jpg,images/75_5.jpg,75,224,224,True,False,True
train,76_1.jpg,images/76_1.jpg,76,224,224,True,False,True
train,76_2.jpg,images/76_2.jpg,76,224,224,True,False,True
train,76_3.jpg,images/76_3.jpg,76,224,224,True,False,True
train,76_4.jpg,images/76_4.jpg,76,224,224,True,False,True
train,76_5.jpg,images/76_5.jpg,76,224,224,True,False,True
train,76_6.jpg,images/76_6.jpg,76,224,224,True,False,True
train,77_1.jpg,images/77_1.jpg,77,224,224,True,False,True
train,77_2.jpg,images/77_2.jpg,77,224,224,True,False,True
train,77_3.jpg,images/77_3.jpg,77,224,224,True,False,True
train,77_4.jpg,images/77_4.jpg,77,224,224,True,False,True
train,77_5.jpg,images/77_5.jpg,77,224,224,True,False,True
train,78_1.jpg,images/78_1.jpg,78,224,224,True,False,True
train,78_2.jpg,images/78_2.jpg,78,224,224,True,False,True
train,79_1.jpg,images/79_1.jpg,79,224,224,True,False,True
train,79_2.jpg,images/79_2.jpg,79,224,224,True,False,True
train,79_3.jpg,images/79_3.jpg,79,224,224,True,False,True
train,79_4.jpg,images/79_4.jpg,79,224,224,True,False,True
train,79_5.jpg,images/79_5.jpg,79,224,224,True,False,True
train,79_6.jpg,images/79_6.jpg,79,224,224,True,False,True
train,80_1.jpg,images/80_1.jpg,80,224,224,True,False,True
train,80_2.jpg,images/80_2.jpg,80,224,224,True,False,True
train,80_3.jpg,images/80_3.jpg,80,224,224,True,False,True
train,80_4.jpg,images/80_4.jpg,80,224,224,True,False,True
train,80_5.jpg,images/80_5.jpg,80,224,224,True,False,True
train,80_6.jpg,images/80_6.jpg,80,224,224,True,False,True
train,81_1.jpg,images/81_1.jpg,81,224,224,True,False,True
train,81_2.jpg,images/81_2.jpg,81,224,224,True,False,True
train,81_3.jpg,images/81_3.jpg,81,224,224,True,False,True
train,81_4.jpg,images/81_4.jpg,81,224,224,True,False,True
train,81_5.jpg,images/81_5.jpg,81,224,224,True,False,True
train,82_1.jpg,images/82_1.jpg,82,224,224,True,False,True
train,82_2.jpg,images/82_2.jpg,82,224,224,True,False,True
train,82_3.jpg,images/82_3.jpg,82,224,224,True,False,True
train,82_4.jpg,images/82_4.jpg,82,224,224,True,False,True
train,82_5.jpg,images/82_5.jpg,82,224,224,True,False,True
train,83_1.jpg,images/83_1.jpg,83,224,224,True,False,True
train,83_2.jpg,images/83_2.jpg,83,224,224,True,False,True
train,83_3.jpg,images/83_3.jpg,83,224,224,True,False,True
train,83_4.jpg,images/83_4.jpg,83,224,224,True,False,True
train,83_5.jpg,images/83_5.jpg,83,224,224,True,False,True
train,83_6.jpg,images/83_6.jpg,83,224,224,True,False,True
train,84_1.jpg,images/84_1.jpg,84,224,224,True,False,True
train,84_2.jpg,images/84_2.jpg,84,224,224,True,False,True
train,84_3.jpg,images/84_3.jpg,84,224,224,True,False,True
